MALAISIE,MALAYSIA,MALASIA,,,,,,,"TMB – Telekom Malaysia Berhad, Kuala Lumpur",,,,MA- -,,,,KUANTAN,KUANTAN,KUANTAN,MAKN,,,,
MALAISIE,MALAYSIA,MALASIA,,,,,,,"TMB – Telekom Malaysia Berhad, Kuala Lumpur",,,,MA- -,,,,KUCHING,KUCHING,KUCHING,MAKG,,,,
MALAISIE,MALAYSIA,MALASIA,,,,,,,"TMB – Telekom Malaysia Berhad, Kuala Lumpur",,,,MA- -,,,,MALACCA,MALACCA,MALACCA,MAMC,,,,
MALAISIE,MALAYSIA,MALASIA,,,,,,,"TMB – Telekom Malaysia Berhad, Kuala Lumpur",,,,MA- -,,,,Pelabuhan Kelang,Pelabuhan Kelang,Pelabuhan Kelang,MAPK,,,,
MALAISIE,MALAYSIA,MALASIA,,,,,,,"TMB – Telekom Malaysia Berhad, Kuala Lumpur",,,,MA- -,,,,PENANG,PENANG,PENANG,MAPG,,,,
MALAISIE,MALAYSIA,MALASIA,,,,,,,"TMB – Telekom Malaysia Berhad, Kuala Lumpur",,,,MA- -,,,,PETALING JAYA,PETALING JAYA,PETALING JAYA,MAPJ,,,,
MALAISIE,MALAYSIA,MALASIA,,,,,,,"TMB – Telekom Malaysia Berhad, Kuala Lumpur",,,,MA- -,,,,SEREMBAN,SEREMBAN,SEREMBAN,MASR,,,,
MALAISIE,MALAYSIA,MALASIA,,,,,,,"TMB – Telekom Malaysia Berhad, Kuala Lumpur",,,,MA- -,,,,Taiping,Taiping,Taiping,MATP,,,,
MALAISIE,MALAYSIA,MALASIA,,,,,,,"TMB – Telekom Malaysia Berhad, Kuala Lumpur",,,,MA- -,,,,All others,Tous les autres,Todos los otros,MAMX,,,,
MALAWI,MALAWI,MALAWI,,,,,,,"MPTC – Malawi Telecommunication Ltd, Blantyre",,,,MI- -,,,,,,,,,,,
MALAWI,MALAWI,MALAWI,,,,,,,"MPTC – Malawi Telecommunication Ltd, Blantyre",,,,MI- -,,,,Blantyre,Blantyre,Blantyre,MIBE,,,,
MALAWI,MALAWI,MALAWI,,,,,,,"MPTC – Malawi Telecommunication Ltd, Blantyre",,,,MI- -,,,,All others,Tous les autres,Todos los otros,MIBX,,,,
MALDIVES,MALDIVES,MALDIVAS,,,,,,,"DHIRAAGU – Dhivehi Raajjey Ge Gulhun Private Limited, Malé",,,,MF- -,,,,,,,,,,,
MALDIVES,MALDIVES,MALDIVAS,,,,,,,"DHIRAAGU – Dhivehi Raajjey Ge Gulhun Private Limited, Malé",,,,MF- -,,,,Male,Male,Male,MFLE,,,,
MALDIVES,MALDIVES,MALDIVAS,,,,,,,"DHIRAAGU – Dhivehi Raajjey Ge Gulhun Private Limited, Malé",,,,MF- -,,,,All others,Tous les autres,Todos los otros,MFLX,,,,
MALI,MALI,MALÍ,,,,,,,"SOTELMA – Société des télécommunications du Mali, Bamako",,,,MJ- -,,,,,,,,,,,
MALI,MALI,MALÍ,,,,,,,"SOTELMA – Société des télécommunications du Mali, Bamako",,,,MJ- -,,,,Bamako,Bamako,Bamako,MJBO,,,,
MALI,MALI,MALÍ,,,,,,,"SOTELMA – Société des télécommunications du Mali, Bamako",,,,MJ- -,,,,All others,Tous les autres,Todos los otros,MJBX,,,,
MALTE,MALTA,MALTA,,,,,,,Unrouted,,,,OP- -,,,,,,,,,,,
MALTE,MALTA,MALTA,,,,,,,,,,,MT- -1),"1) The telegram service is no longer accepted and the telegram destination indicator has been deleted since 1.XII.2008 . However, the two-letter code “ OP” ,“MT” and “MW” remains reserved.","1) Le service des télégrammes n’est plus accepté et l’indicateur de destination des télégrammes a été supprimé depuis le 1.XII.2008. Toutefois, les codes en deux lettres «OP» ,«MT» et «MW» restent réservés","1) El servicio de telegramas deja de aceptarse y el indicador de destino de telegramas ha sido suprimido desde el 1.XII.2008. Sin embargo, los códigos de dos letras «OP» ,«MT» y «MW» siguen reservados",,,,,,,,
MALTE,MALTA,MALTA,,,,,,,,,,,MW- -1),"1) The telegram service is no longer accepted and the telegram destination indicator has been deleted since 1.XII.2008 . However, the two-letter code “ OP” ,“MT” and “MW” remains reserved.","1) Le service des télégrammes n’est plus accepté et l’indicateur de destination des télégrammes a été supprimé depuis le 1.XII.2008. Toutefois, les codes en deux lettres «OP» ,«MT» et «MW» restent réservés","1) El servicio de telegramas deja de aceptarse y el indicador de destino de telegramas ha sido suprimido desde el 1.XII.2008. Sin embargo, los códigos de dos letras «OP» ,«MT» y «MW» siguen reservados",,,,,,,,
MARIANNES DU NORD,NORTHERN MARIANAS,MARIANAS DEL NORTE,,,,,,,"GOVT – Govt. Administration of Telecommunications, Northern Mariana Islands",,,,MN- -,,,,,,,,,,,
MARIANNES DU NORD,NORTHERN MARIANAS,MARIANAS DEL NORTE,,,,,,,"GOVT – Govt. Administration of Telecommunications, Northern Mariana Islands",,,,MN- -,,,,Saipan,Saipan,Saipan,MNSQ,,,,
MARIANNES DU NORD,NORTHERN MARIANAS,MARIANAS DEL NORTE,,,,,,,"GOVT – Govt. Administration of Telecommunications, Northern Mariana Islands",,,,MN- -,,,,All others,Tous les autres,Todos los otros,MNSX,,,,
MAROC,MOROCCO,MARRUECOS,,,,,,,"Itissalat Al Maghrib, Rabat",,,,MP- -,,,,,,,,,,,
MAROC,MOROCCO,MARRUECOS,,,,,,,"Itissalat Al Maghrib, Rabat",,,,MP- -,,,,CASABLANCA,CASABLANCA,CASABLANCA,MPCA,,,,
MAROC,MOROCCO,MARRUECOS,,,,,,,"Itissalat Al Maghrib, Rabat",,,,MP- -,,,,Rabat,Rabat,Rabat,MPRA,,,,
MAROC,MOROCCO,MARRUECOS,,,,,,,"Itissalat Al Maghrib, Rabat",,,,MP- -,,,,Tánger,Tánger,Tánger,MPTR,,,,
MAROC,MOROCCO,MARRUECOS,,,,,,,"Itissalat Al Maghrib, Rabat",,,,MP- -,,,,All others,Tous les autres,Todos los otros,MPTX,,,,
MARSHALL (ÎLES),MARSHALL ISLANDS,MARSHALL (ISLAS),,,,,,,"GOVT- Ministry of Transportation and Communications, Majuro",,,,MS- -,,,,,,,,,,,
MARSHALL (ÎLES),MARSHALL ISLANDS,MARSHALL (ISLAS),,,,,,,"GOVT- Ministry of Transportation and Communications, Majuro",,,,MS- -,,,,Einwetok,Einwetok,Einwetok,MSEK,,,,
MARSHALL (ÎLES),MARSHALL ISLANDS,MARSHALL (ISLAS),,,,,,,"GOVT- Ministry of Transportation and Communications, Majuro",,,,MS- -,,,,Majuro,Majuro,Majuro,MSMA,,,,
MARSHALL (ÎLES),MARSHALL ISLANDS,MARSHALL (ISLAS),,,,,,,"GOVT- Ministry of Transportation and Communications, Majuro",,,,MS- -,,,,All others,Tous les autres,Todos los otros,MSEX,,,,
MARTINIQUE,MARTINIQUE,MARTINICA,,,,,,,France Télécom (FTRSI) –  France Télécom Réseaux et Services Internationaux,,,,MR- -,,,,,,,,,,,
MARTINIQUE,MARTINIQUE,MARTINICA,,,,,,,France Télécom (FTRSI) –  France Télécom Réseaux et Services Internationaux,,,,MR- -,,,,All destinations,Toutes destinations,Todos los destinos,MRXX,,,,
MAURICE,MAURITIUS,MAURICIO,,,,,,,"Mauritius Télécom – Mauritius Telecom Ltd, Port Louis",,,,IW- -,,,,,,,,,,,
MAURICE,MAURITIUS,MAURICIO,,,,,,,"Mauritius Télécom – Mauritius Telecom Ltd, Port Louis",,,,IW- -,,,,Curepipe,Curepipe,Curepipe,IWCU,,,,
MAURICE,MAURITIUS,MAURICIO,,,,,,,"Mauritius Télécom – Mauritius Telecom Ltd, Port Louis",,,,IW- -,,,,Port-Louis ,Port Louis Mauritius,Port Louis Mauritius,IWPL,,,,
MAURICE,MAURITIUS,MAURICIO,,,,,,,"Mauritius Télécom – Mauritius Telecom Ltd, Port Louis",,,,IW- -,,,,Rose Hill ,Rose-Hill Mauritius,Rose Hill Mauritius,IWRO,,,,
MAURICE,MAURITIUS,MAURICIO,,,,,,,"Mauritius Télécom – Mauritius Telecom Ltd, Port Louis",,,,IW- -,,,,All others,Tous les autres,Todos los otros,IWPX,,,,
MAURITANIE,MAURITANIA,MAURITANIA,,,,,,,"Mauritel – Société Mauritanienne des Télécommunications, Nouakchott",,,,MQ- -,,,,,,,,,,,
MAURITANIE,MAURITANIA,MAURITANIA,,,,,,,"Mauritel – Société Mauritanienne des Télécommunications, Nouakchott",,,,MQ- -,,,,Nouakchott,Nouakchott,Nouakchott,MQNO,,,,
MAURITANIE,MAURITANIA,MAURITANIA,,,,,,,"Mauritel – Société Mauritanienne des Télécommunications, Nouakchott",,,,MQ- -,,,,All others,Tous les autres,Todos los otros,MQSX,,,,
MAYOTTE,MAYOTTE,MAYOTTE,,,,,,,France Télécom (FTRSI) –  France Télécom Réseaux et Services Internationaux,,,,MY- -,,,,,,,,,,,
MAYOTTE,MAYOTTE,MAYOTTE,,,,,,,France Télécom (FTRSI) –  France Télécom Réseaux et Services Internationaux,,,,MY- -,,,,All destinations,Toutes destinations,Todos los destinos,MYXX,,,,
MEXIQUE,MEXICO,MÉXICO,,,,,,,"Telecomunicaciones de México, México D.F.",,,,ME- -,,,,,,,,,,,
MEXIQUE,MEXICO,MÉXICO,,,,,,,"Telecomunicaciones de México, México D.F.",,,,ME- -,,,,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,MECO,,,,
MEXIQUE,MEXICO,MÉXICO,,,,,,,"Telecomunicaciones de México, México D.F.",,,,ME- -,,,,Guadalajara de Jalisco,Guadalajara de Jalisco,Guadalajara de Jalisco,MEGU,,,,
MEXIQUE,MEXICO,MÉXICO,,,,,,,"Telecomunicaciones de México, México D.F.",,,,ME- -,,,,Hermosillo de Sonora,Hermosillo de Sonora,Hermosillo de Sonora,MEHE,,,,
MEXIQUE,MEXICO,MÉXICO,,,,,,,"Telecomunicaciones de México, México D.F.",,,,ME- -,,,,León de Guanajuato,León de Guanajuato,León de Guanajuato,MELE,,,,
MEXIQUE,MEXICO,MÉXICO,,,,,,,"Telecomunicaciones de México, México D.F.",,,,ME- -,,,,México,México,México,MEME,,,,
MEXIQUE,MEXICO,MÉXICO,,,,,,,"Telecomunicaciones de México, México D.F.",,,,ME- -,,,,Monterrey de Nuevo León,Monterrey de Nuevo León,Monterrey de Nuevo León,MEMY,,,,
MEXIQUE,MEXICO,MÉXICO,,,,,,,"Telecomunicaciones de México, México D.F.",,,,ME- -,,,,Torreón de Coahuila,Torreón de Coahuila,Torreón de Coahuila,METO,,,,
MEXIQUE,MEXICO,MÉXICO,,,,,,,"Telecomunicaciones de México, México D.F.",,,,ME- -,,,,Veracruz de Veracruz,Veracruz de Veracruz,Veracruz de Veracruz,MEVC,,,,
MEXIQUE,MEXICO,MÉXICO,,,,,,,"Telecomunicaciones de México, México D.F.",,,,ME- -,,,,All others,Tous les autres,Todos los otros,MEMX,,,,
MICRONÉSIE,MICRONESIA,MICRONESIA,,,,,,,"FSM – FSM Telecommunication Corporation, Pohnpei State",,,,FM- -,,,,,,,,,,,
MICRONÉSIE,MICRONESIA,MICRONESIA,,,,,,,"FSM – FSM Telecommunication Corporation, Pohnpei State",,,,FM- -,,,,Kosrae,Kosrae,Kosrae,FMKO,,,,
MICRONÉSIE,MICRONESIA,MICRONESIA,,,,,,,"FSM – FSM Telecommunication Corporation, Pohnpei State",,,,FM- -,,,,Ponape,Ponape,Ponape,FMPO,,,,
MICRONÉSIE,MICRONESIA,MICRONESIA,,,,,,,"FSM – FSM Telecommunication Corporation, Pohnpei State",,,,FM- -,,,,Truk,Truk,Truk,FMTK,,,,
MICRONÉSIE,MICRONESIA,MICRONESIA,,,,,,,"FSM – FSM Telecommunication Corporation, Pohnpei State",,,,FM- -,,,,Yap,Yap,Yap,FMYA,,,,
MICRONÉSIE,MICRONESIA,MICRONESIA,,,,,,,"FSM – FSM Telecommunication Corporation, Pohnpei State",,,,FM- -,,,,All others,Tous les autres,Todos los otros,FMYX,,,,
MIDWAY (ÎLES),MIDWAY ISLANDS,MIDWAY (ISLAS),,,,,,,"GOVT – Govt. Administration of Telecommunications, Midway Islands",,,,WM- -,,,,,,,,,,,
MIDWAY (ÎLES),MIDWAY ISLANDS,MIDWAY (ISLAS),,,,,,,"GOVT – Govt. Administration of Telecommunications, Midway Islands",,,,WM- -,,,,All destinations,Toutes destinations,Todos los destinos,WMYP,,,,
MOLDOVA,MOLDOVA,MOLDOVA,,,,,,,"GOVT – Ministry of Information Technology and Communications,  Chisinau",,,,MD- -,,,,,,,,,,,
MOLDOVA,MOLDOVA,MOLDOVA,,,,,,,"GOVT – Ministry of Information Technology and Communications,  Chisinau",,,,MD- -,,,,All destinations,Toutes destinations,Todos los destinos,MDXX,,,,
MONACO,MONACO,MÓNACO,,,,,,,"Monaco Telecom, Monaco",,,,MC- -,,,,,,,,,,,
MONACO,MONACO,MÓNACO,,,,,,,"Monaco Telecom, Monaco",,,,MC- -,,,,Monaco Condamine,Monaco Condamine,Monaco Condamine,MCLC,,,,
MONACO,MONACO,MÓNACO,,,,,,,"Monaco Telecom, Monaco",,,,MC- -,,,,Monaco Ville,Monaco Ville,Monaco Ville,MCMD,,,,
MONACO,MONACO,MÓNACO,,,,,,,"Monaco Telecom, Monaco",,,,MC- -,,,,All others,Tous les autres,Todos los otros,MCMX,,,,
MONGOLIE,MONGOLIA,MONGOLIA,,,,,,,Mongolian Telecom,,,,MH- -,,,,,,,,,,,
MONGOLIE,MONGOLIA,MONGOLIA,,,,,,,Mongolian Telecom,,,,MH- -,,,,Ulaanbaatar,Ulaanbaatar,Ulaanbaatar,MHUB,,,,
MONGOLIE,MONGOLIA,MONGOLIA,,,,,,,Mongolian Telecom,,,,MH- -,,,,All others,Tous les autres,Todos los otros,MHUX,,,,
MONTÉNÉGRO,MONTENEGRO,MONTENEGRO,,,,,,,Unitel Alteveer1),1)      See ITU Op3erational Bulletin 892 of 15.IX.2007,1)voir le Bulletin d’exploitation de l’UIT 892 du 15.IX.2007,1)vease el Boletin de Explotacion de la UIT 892 del 15.IX.2007,GC - - ,,,,All destinations,Toutes destinations,Todos los destinos,GCXX,,,,
MONTSERRAT,MONTSERRAT,MONTSERRAT,,,,,,,"C&W (WI) – Cable and Wireless (West Indies) Ltd, Plymouth",,,,MK- -,,,,,,,,,,,
MONTSERRAT,MONTSERRAT,MONTSERRAT,,,,,,,"C&W (WI) – Cable and Wireless (West Indies) Ltd, Plymouth",,,,MK- -,,,,All destinations,Toutes destinations,Todos los destinos,MKMT,,,,
MOZAMBIQUE,MOZAMBIQUE,MOZAMBIQUE,,,,,,,"ENTM – Empresa Nacional de Telecomunicações de Moçambique, Maputo",,,,MO- -,,,,,,,,,,,
MOZAMBIQUE,MOZAMBIQUE,MOZAMBIQUE,,,,,,,"ENTM – Empresa Nacional de Telecomunicações de Moçambique, Maputo",,,,MO- -,,,,Beira,Beira,Beira,MOBR,,,,
MOZAMBIQUE,MOZAMBIQUE,MOZAMBIQUE,,,,,,,"ENTM – Empresa Nacional de Telecomunicações de Moçambique, Maputo",,,,MO- -,,,,Inhambane,Inhambane,Inhambane,MOIN,,,,
MOZAMBIQUE,MOZAMBIQUE,MOZAMBIQUE,,,,,,,"ENTM – Empresa Nacional de Telecomunicações de Moçambique, Maputo",,,,MO- -,,,,MAPUTO,MAPUTO,MAPUTO,MOMP,,,,
MOZAMBIQUE,MOZAMBIQUE,MOZAMBIQUE,,,,,,,"ENTM – Empresa Nacional de Telecomunicações de Moçambique, Maputo",,,,MO- -,,,,Nampula,Nampula,Nampula,MONP,,,,
MOZAMBIQUE,MOZAMBIQUE,MOZAMBIQUE,,,,,,,"ENTM – Empresa Nacional de Telecomunicações de Moçambique, Maputo",,,,MO- -,,,,Quelimane,Quelimane,Quelimane,MOQL,,,,
MOZAMBIQUE,MOZAMBIQUE,MOZAMBIQUE,,,,,,,"ENTM – Empresa Nacional de Telecomunicações de Moçambique, Maputo",,,,MO- -,,,,Tete,Tete,Tete,MOTT,,,,
MOZAMBIQUE,MOZAMBIQUE,MOZAMBIQUE,,,,,,,"ENTM – Empresa Nacional de Telecomunicações de Moçambique, Maputo",,,,MO- -,,,,Xai xai,Xai xai,Xai xai,MOGZ,,,,
MOZAMBIQUE,MOZAMBIQUE,MOZAMBIQUE,,,,,,,"ENTM – Empresa Nacional de Telecomunicações de Moçambique, Maputo",,,,MO- -,,,,All others,Tous les autres,Todos los otros,MOTX,,,,
MYANMAR,MYANMAR,MYANMAR,,,,,,,"MPT – Myanma Posts and Telecommunications, Yangon",,,,BM- -,,,,,,,,,,,
MYANMAR,MYANMAR,MYANMAR,,,,,,,"MPT – Myanma Posts and Telecommunications, Yangon",,,,BM- -,,,,Yangon,Yangon,Yangon,BMRN,,,,
MYANMAR,MYANMAR,MYANMAR,,,,,,,"MPT – Myanma Posts and Telecommunications, Yangon",,,,BM- -,,,,All others,Tous les autres,Todos los otros,BMRX,,,,
NAMIBIE,NAMIBIA,NAMIBIA,,,,,,,"Telecom Namibia – Telecom Namibia Ltd, Windhoek",,,,WK- -,,,,,,,,,,,
NAMIBIE,NAMIBIA,NAMIBIA,,,,,,,"Telecom Namibia – Telecom Namibia Ltd, Windhoek",,,,WK- -,,,,All destinations,Toutes destinations,Todos los destinos,WKJX,,,,
NAURU,NAURU,NAURU,,,,,,,GOVT – Nauru Administration of Telecommunications,,,,ZV- -,,,,,,,,,,,
NAURU,NAURU,NAURU,,,,,,,GOVT – Nauru Administration of Telecommunications,,,,ZV- -,,,,All destinations,Toutes destinations,Todos los destinos,ZVSX,,,,
NÉPAL,NEPAL,NEPAL,,,,,,,"Nepal Telecom – Nepal Telecommunications Corporation, Kathmandu",,,,NP- -,,,,,,,,,,,
NÉPAL,NEPAL,NEPAL,,,,,,,"Nepal Telecom – Nepal Telecommunications Corporation, Kathmandu",,,,NP- -,,,,Kathmandu,Kathmandu,Kathmandu,NPKA,,,,
NÉPAL,NEPAL,NEPAL,,,,,,,"Nepal Telecom – Nepal Telecommunications Corporation, Kathmandu",,,,NP- -,,,,All others,Tous les autres,Todos los otros,NPKX,,,,
NICARAGUA,NICARAGUA,NICARAGUA,,,,,,,"NICATELSAT – Compañía Nicaragüense de Telecomunicaciones por Satélite, Managua",,,,NU- -,,,,,,,,,,,
NICARAGUA,NICARAGUA,NICARAGUA,,,,,,,"NICATELSAT – Compañía Nicaragüense de Telecomunicaciones por Satélite, Managua",,,,NU- -,,,,Managua Nicaragua,Managua Nicaragua,Managua Nicaragua,NUMA,,,,
NICARAGUA,NICARAGUA,NICARAGUA,,,,,,,"NICATELSAT – Compañía Nicaragüense de Telecomunicaciones por Satélite, Managua",,,,NU- -,,,,Puerto Cabezas,Puerto Cabezas,Puerto Cabezas,NUPC,,,,
NICARAGUA,NICARAGUA,NICARAGUA,,,,,,,"NICATELSAT – Compañía Nicaragüense de Telecomunicaciones por Satélite, Managua",,,,NU- -,,,,S Juan del Sur,S Juan del Sur,S Juan del Sur,NUSJ,,,,
NICARAGUA,NICARAGUA,NICARAGUA,,,,,,,"NICATELSAT – Compañía Nicaragüense de Telecomunicaciones por Satélite, Managua",,,,NU- -,,,,All others,Tous les autres,Todos los otros,NUMX,,,,
NIGER,NIGER,NIGER,,,,,,,"SONITEL – Société nigérienne des télécommunications, Niamey",,,,NI- -,,,,,,,,,,,
NIGER,NIGER,NIGER,,,,,,,"SONITEL – Société nigérienne des télécommunications, Niamey",,,,NI- -,,,,Niamey,Niamey,Niamey,NINY,,,,
NIGER,NIGER,NIGER,,,,,,,"SONITEL – Société nigérienne des télécommunications, Niamey",,,,NI- -,,,,Zinder,Zinder,Zinder,NIZR,,,,
NIGER,NIGER,NIGER,,,,,,,"SONITEL – Société nigérienne des télécommunications, Niamey",,,,NI- -,,,,All others,Tous les autres,Todos los otros,NIZX,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,,,,,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Aba Nigeria,Aba Nigeria,Aba Nigeria,NGBA,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Abakaliki,Abakaliki,Abakaliki,NGAI,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Abeokuta,Abeokuta,Abeokuta,NGAT,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Agbor,Agbor,Agbor,NGGG,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Akure,Akure,Akure,NGAK,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Apapa,Apapa,Apapa,NGAP,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Bauchi,Bauchi,Bauchi,NGBH,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,BENIN CITY,BENIN CITY,BENIN CITY,NGBC,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Breadfruit,Breadfruit,Breadfruit,NGBF,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Calabar,Calabar,Calabar,NGCR,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,BENUGU,BENUGU,BENUGU,NGEN,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Falomo,Falomo,Falomo,NGFL,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Gusau,Gusau,Gusau,NGCS,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,IBADAN,IBADAN,IBADAN,NGIB,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Ijebu Ode,Ijebu Ode,Ijebu Ode,NGIE,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Ikeja,Ikeja,Ikeja,NGIK,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Ilorin,Ilorin,Ilorin,NGRN,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Jos,Jos,Jos,NGJS,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,KADUNA,KADUNA,KADUNA,NGKD,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,KANO,KANO,KANO,NGKN,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Katsina,Katsina,Katsina,NGKS,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,LAGOS,LAGOS,LAGOS,NGLG,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Lokoja,Lokoja,Lokoja,NGLA,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Maiduguri,Maiduguri,Maiduguri,NGMG,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Makurdi,Makurdi,Makurdi,NGMR,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Minna,Minna,Minna,NGMA,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Onitsha,Onitsha,Onitsha,NGON,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Oshogbo,Oshogbo,Oshogbo,NGGO,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Owerri,Owerri,Owerri,NGOW,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Port Harcourt,Port Harcourt,Port Harcourt,NGPH,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Sapele,Sapele,Sapele,NGPP,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Sokoto,Sokoto,Sokoto,NGST,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Surulere,Surulere,Surulere,NGSL,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Uyo,Uyo,Uyo,NGUY,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Warri,Warri,Warri,NGWA,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Yola,Yola,Yola,NGYL,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,Zaria,Zaria,Zaria,NGZA,,,,
NIGÉRIA,NIGERIA,NIGERIA,,,,,,,"NITEL – Nigerian Telecommunications plc, Lagos",,,,NG- -,,,,All others,Tous les autres,Todos los otros,NGLX,,,,
NIUE (ÎLE),NIUE ISLAND,NIUE (ISLA),,,,,,,"POSTS AND TELECOM – Posts and Telecommunications, Alofi",,,,NF- -,,,,,,,,,,,
NIUE (ÎLE),NIUE ISLAND,NIUE (ISLA),,,,,,,"POSTS AND TELECOM – Posts and Telecommunications, Alofi",,,,NF- -,,,,All destinations,Toutes destinations,Todos los destinos,NFNX,,,,
